device_id,manufacturer,model,ml_risk_level,priority_score,vulnerability_count,max_cvss_score,remediation_time_hours,skill_level_required,downtime_minutes,has_ai_recommendations,nist_controls,cis_controls,manufacturer_support
CCTV-00304,Hanwha,PNM-9084RQZ,Critical,68.4,1,7.8,0.42,Intermediate,15,False,"PR.PT-1, PR.AC-3","CSC 18.5, CSC 14.6",https://www.hanwhavision.com/support/
CCTV-00305,Axis,F34,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.axis.com/support/cybersecurity
CCTV-00306,Uniview,IPC6252SR-X5UG,Critical,84.4,3,9.8,0.8300000000000001,Intermediate,20,False,"PR.PT-1, PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7","CSC 4.1, CSC 14.6, CSC 18.5, CSC 3.10, CSC 14.8",https://www.uniview.com/Support/
CCTV-00307,Uniview,IPC672LR-AX4DUPK,Critical,89.4,3,9.8,0.99,Advanced,25,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, DE.CM-4","CSC 4.1, CSC 16.7, CSC 3.10, CSC 18.9, CSC 14.8",https://www.uniview.com/Support/
CCTV-00308,CP Plus,CP-PLUS-16CH-DVR,Critical,68.4,1,7.8,0.42,Intermediate,15,False,"PR.PT-1, PR.AC-3","CSC 18.5, CSC 14.6",https://www.cpplus.com.sg/support/
CCTV-00309,Uniview,IPC2328SBR3-DPZ,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.uniview.com/Support/
CCTV-00310,Uniview,IPC672LR-AF60-B,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.uniview.com/Support/
CCTV-00311,CP Plus,CP-UVR-0401E1,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00312,Vivotek,ND9541P,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.vivotek.com/support/
CCTV-00314,CP Plus,CP-UNC-DA41L3,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00315,Vivotek,ND9541P,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.vivotek.com/support/
CCTV-00316,Uniview,NVR304-32E-B,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.uniview.com/Support/
CCTV-00317,Uniview,NVR304-32E-B,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.uniview.com/Support/
CCTV-00318,Uniview,IPC532E-DL-IN,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.uniview.com/Support/
CCTV-00319,Hanwha,PNF-9010R,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.hanwhavision.com/support/
CCTV-00320,Axis,Q1615-E,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.axis.com/support/cybersecurity
CCTV-00321,Vivotek,SD9364-EHL,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.vivotek.com/support/
CCTV-00322,Axis,F34,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.axis.com/support/cybersecurity
CCTV-00323,Hikvision,DS-2CD2385G1,Critical,84.4,3,9.8,1.1600000000000001,Advanced,35,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, PR.MA-1","CSC 4.1, CSC 7.1, CSC 3.10, CSC 18.3, CSC 14.8",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00324,Hikvision,DS-2CD2043G,Critical,94.4,4,9.8,1.4100000000000001,Advanced,40,False,"PR.PT-1, PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7","CSC 4.1, CSC 14.6, CSC 18.5, CSC 16.7, CSC 3.10",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00325,Vivotek,CC8370-HV,Critical,68.4,2,7.8,0.75,Intermediate,20,False,"PR.PT-1, PR.DS-1, PR.AC-3, PR.DS-2","CSC 14.6, CSC 3.10, CSC 18.5, CSC 14.8",https://www.vivotek.com/support/
CCTV-00326,CP Plus,CP-UNC-TA21L3,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00327,Dahua,IPC-HFW2431T,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00328,Hikvision,DS-2CD2T85G1,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00329,Hanwha,QNO-8080R,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.hanwhavision.com/support/
CCTV-00330,Dahua,DHI-XVR1B04,Critical,76.4,1,8.8,0.58,Advanced,20,False,"DE.CM-4, PR.DS-6","CSC 16.7, CSC 18.9",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00331,CP Plus,CP-PLUS-16CH-DVR,Critical,84.4,3,9.8,1.1600000000000001,Advanced,35,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, PR.MA-1","CSC 4.1, CSC 7.1, CSC 3.10, CSC 18.3, CSC 14.8",https://www.cpplus.com.sg/support/
CCTV-00332,Axis,P3265-LVE,Critical,77.3,3,9.1,1.5,Advanced,50,False,"PR.PT-1, PR.DS-1, PR.DS-2, PR.MA-1, PR.IP-1","CSC 14.6, CSC 7.1, CSC 18.5, CSC 3.10, CSC 18.3",https://www.axis.com/support/cybersecurity
CCTV-00333,CP Plus,CP-UVR-0401E1,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00334,Uniview,NVR304-32E-B,Critical,72.3,1,9.1,0.75,Advanced,30,False,"PR.MA-1, PR.IP-1","CSC 18.3, CSC 7.1",https://www.uniview.com/Support/
CCTV-00335,Dahua,IPC-HDBW2831R,Critical,89.4,3,9.8,0.99,Advanced,25,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, DE.CM-4","CSC 4.1, CSC 16.7, CSC 3.10, CSC 18.9, CSC 14.8",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00336,Axis,M2026-LE,Critical,68.4,1,7.8,0.42,Intermediate,15,False,"PR.PT-1, PR.AC-3","CSC 18.5, CSC 14.6",https://www.axis.com/support/cybersecurity
CCTV-00337,CP Plus,CP-E24A,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00338,Dahua,IPC-HFW5831E,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00339,Uniview,IPC672LR-AX4DUPK,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.uniview.com/Support/
CCTV-00340,CP Plus,CP-EAC-T24PL2,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00341,CP Plus,CP-VAC-D20L2,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00342,CP Plus,CP-USC-TA13L2,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00343,Hikvision,DS-7608NI-I2,Critical,89.4,2,9.8,0.6599999999999999,Advanced,20,False,"PR.AC-7, PR.AC-1, PR.DS-6, DE.CM-4","CSC 4.1, CSC 18.9, CSC 16.7, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00344,CP Plus,CP-PLUS-16CH-DVR,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00345,Hikvision,DS-2DE4A425IW,Critical,89.7,2,9.9,0.75,Advanced,25,False,"PR.AC-7, PR.AC-1, PR.IP-1, PR.AC-4","CSC 4.1, CSC 18.3, CSC 16.10, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00346,Dahua,IPC-HDBW2831R,Critical,82.3,2,9.1,1.33,Advanced,50,False,"DE.CM-4, PR.DS-6, PR.MA-1, PR.IP-1","CSC 18.9, CSC 18.3, CSC 16.7, CSC 7.1",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00347,CP Plus,CP-VAC-D20L2,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.cpplus.com.sg/support/
CCTV-00348,Dahua,NVR5208-8P,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00349,Axis,P3265-LVE,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.axis.com/support/cybersecurity
CCTV-00350,Uniview,IPC322LR3-VSPF40,Critical,94.4,4,9.8,1.7400000000000002,Advanced,55,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, DE.CM-4","CSC 4.1, CSC 18.9, CSC 7.1, CSC 16.7, CSC 3.10",https://www.uniview.com/Support/
CCTV-00351,Vivotek,MD8563-EH,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.vivotek.com/support/
CCTV-00352,Uniview,IPC6252SR-X5UG,Critical,81.4,2,8.8,1.0,Advanced,35,False,"PR.PT-1, DE.CM-4, PR.DS-6, PR.AC-3","CSC 14.6, CSC 18.5, CSC 16.7, CSC 18.9",https://www.uniview.com/Support/
CCTV-00353,CP Plus,CP-E24A,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00354,Hikvision,DS-7616NI-Q2,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00355,Hanwha,XRN-2011,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.hanwhavision.com/support/
CCTV-00357,Axis,M2026-LE,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.axis.com/support/cybersecurity
CCTV-00358,Vivotek,IB8382-T,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.vivotek.com/support/
CCTV-00359,Dahua,SD22204UE-GN,Critical,84.4,3,9.8,0.8300000000000001,Intermediate,20,False,"PR.PT-1, PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7","CSC 4.1, CSC 14.6, CSC 18.5, CSC 3.10, CSC 14.8",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00360,Axis,P3719-PLE,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.axis.com/support/cybersecurity
CCTV-00361,Uniview,IPC2124SR3-PF40,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.uniview.com/Support/
CCTV-00362,Axis,M3067-P,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.axis.com/support/cybersecurity
CCTV-00363,Dahua,SD22204UE-GN,Critical,77.3,2,9.1,1.17,Advanced,45,False,"PR.PT-1, PR.AC-3, PR.MA-1, PR.IP-1","CSC 18.5, CSC 18.3, CSC 14.6, CSC 7.1",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00364,Hikvision,DS-2CD2143G,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00365,Hanwha,PNF-9010R,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.hanwhavision.com/support/
CCTV-00366,Uniview,IPC2124SR3-PF40,Critical,94.4,3,9.8,1.41,Advanced,50,False,"PR.AC-1, PR.AC-7, DE.CM-4, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.9, CSC 7.1, CSC 18.3, CSC 16.7",https://www.uniview.com/Support/
CCTV-00367,Hanwha,XNP-6320H,Critical,89.4,3,9.8,0.99,Advanced,25,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, DE.CM-4","CSC 4.1, CSC 16.7, CSC 3.10, CSC 18.9, CSC 14.8",https://www.hanwhavision.com/support/
CCTV-00368,Hanwha,XNP-6320H,Critical,94.4,3,9.8,1.41,Advanced,50,False,"PR.AC-1, PR.AC-7, DE.CM-4, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.9, CSC 7.1, CSC 18.3, CSC 16.7",https://www.hanwhavision.com/support/
CCTV-00369,Uniview,IPC6252SR-X5UG,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.uniview.com/Support/
CCTV-00370,CP Plus,CP-VAC-D20L2,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00371,Hikvision,DS-2CD2043G,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00372,Axis,F34,Critical,72.3,1,9.1,0.75,Advanced,30,False,"PR.MA-1, PR.IP-1","CSC 18.3, CSC 7.1",https://www.axis.com/support/cybersecurity
CCTV-00374,Dahua,DHI-NVR4216-16P,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00375,Uniview,IPC2328SBR3-DPZ,Critical,89.4,3,9.8,1.25,Advanced,45,False,"PR.PT-1, PR.AC-1, PR.AC-7, PR.MA-1, PR.IP-1","CSC 4.1, CSC 14.6, CSC 7.1, CSC 18.5, CSC 18.3",https://www.uniview.com/Support/
CCTV-00376,Axis,M3045-V,Critical,77.3,3,9.1,1.5,Advanced,50,False,"PR.PT-1, PR.DS-1, PR.DS-2, PR.MA-1, PR.IP-1","CSC 14.6, CSC 7.1, CSC 18.5, CSC 3.10, CSC 18.3",https://www.axis.com/support/cybersecurity
CCTV-00377,Uniview,NVR304-32E-B,Critical,68.4,2,7.8,0.75,Intermediate,20,False,"PR.PT-1, PR.DS-1, PR.AC-3, PR.DS-2","CSC 14.6, CSC 3.10, CSC 18.5, CSC 14.8",https://www.uniview.com/Support/
CCTV-00378,Axis,P1455-LE,Critical,76.4,1,8.8,0.58,Advanced,20,False,"DE.CM-4, PR.DS-6","CSC 16.7, CSC 18.9",https://www.axis.com/support/cybersecurity
CCTV-00379,Dahua,IPC-HDBW2831R,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00380,Hikvision,DS-2CD2043G,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00381,CP Plus,CP-EAC-T24PL2,Critical,94.4,3,9.8,1.08,Advanced,35,False,"PR.PT-1, PR.AC-1, PR.AC-7, DE.CM-4, PR.DS-6","CSC 5.2, CSC 4.1, CSC 14.6, CSC 18.5, CSC 16.7",https://www.cpplus.com.sg/support/
CCTV-00382,CP Plus,CP-USC-TA13L2,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00383,Hanwha,QNV-7080R,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-00384,Dahua,NVR5208-8P,Critical,76.4,1,8.8,0.58,Advanced,20,False,"DE.CM-4, PR.DS-6","CSC 16.7, CSC 18.9",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00385,CP Plus,CP-VAC-D20L2,Critical,84.4,2,9.8,0.5,Intermediate,15,False,"PR.AC-7, PR.AC-1, PR.PT-1, PR.AC-3","CSC 4.1, CSC 18.5, CSC 14.6, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00386,Axis,P3245-LVE,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.axis.com/support/cybersecurity
CCTV-00387,Hikvision,DS-7616NI-Q2,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00388,Vivotek,MD8563-EH,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.vivotek.com/support/
CCTV-00389,Dahua,DHI-XVR1B04,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00390,Dahua,IPC-HDBW2831R,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00391,CP Plus,CP-VAC-D20L2,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00392,CP Plus,CP-UNC-TA21L3,Critical,89.4,3,9.8,1.25,Advanced,45,False,"PR.PT-1, PR.AC-1, PR.AC-7, PR.MA-1, PR.IP-1","CSC 4.1, CSC 14.6, CSC 7.1, CSC 18.5, CSC 18.3",https://www.cpplus.com.sg/support/
CCTV-00393,Hikvision,DS-7616NI-Q2,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00394,CP Plus,CP-USC-TA13L2,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00396,CP Plus,CP-E24A,Critical,89.4,3,9.8,1.25,Advanced,45,False,"PR.PT-1, PR.AC-1, PR.AC-7, PR.MA-1, PR.IP-1","CSC 4.1, CSC 14.6, CSC 7.1, CSC 18.5, CSC 18.3",https://www.cpplus.com.sg/support/
CCTV-00397,Hikvision,DS-2CD1623G,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00398,Dahua,IPC-HFW5831E,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00399,Vivotek,ND9541P,Critical,72.3,1,9.1,0.75,Advanced,30,False,"PR.MA-1, PR.IP-1","CSC 18.3, CSC 7.1",https://www.vivotek.com/support/
CCTV-00400,Axis,P3245-LVE,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.axis.com/support/cybersecurity
CCTV-00401,Hanwha,XNV-8082R,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.hanwhavision.com/support/
CCTV-00403,Axis,P3265-LVE,Critical,76.4,2,8.8,0.9099999999999999,Advanced,25,False,"PR.DS-6, PR.DS-1, DE.CM-4, PR.DS-2","CSC 3.10, CSC 14.8, CSC 16.7, CSC 18.9",https://www.axis.com/support/cybersecurity
CCTV-00404,Hanwha,QND-7082R,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-00405,Axis,P3245-LVE,Critical,87.3,4,9.1,2.08,Advanced,70,False,"PR.PT-1, PR.DS-1, PR.DS-2, DE.CM-4, PR.MA-1","CSC 14.6, CSC 7.1, CSC 18.5, CSC 16.7, CSC 3.10",https://www.axis.com/support/cybersecurity
CCTV-00406,CP Plus,CP-UNC-TA21L3,Critical,72.3,2,9.1,1.08,Advanced,35,False,"PR.DS-1, PR.MA-1, PR.IP-1, PR.DS-2","CSC 3.10, CSC 18.3, CSC 14.8, CSC 7.1",https://www.cpplus.com.sg/support/
CCTV-00408,Hanwha,XND-6085V,Critical,76.4,1,8.8,0.58,Advanced,20,False,"DE.CM-4, PR.DS-6","CSC 16.7, CSC 18.9",https://www.hanwhavision.com/support/
CCTV-00409,Vivotek,IP8160-W,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.vivotek.com/support/
CCTV-00410,Hikvision,DS-2CD2143G,Critical,84.4,2,9.8,0.5,Intermediate,15,False,"PR.AC-7, PR.AC-1, PR.PT-1, PR.AC-3","CSC 4.1, CSC 18.5, CSC 14.6, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00411,CP Plus,CP-UNC-TA21L3,Critical,94.4,3,9.8,1.41,Advanced,50,False,"PR.AC-1, PR.AC-7, DE.CM-4, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.9, CSC 7.1, CSC 18.3, CSC 16.7",https://www.cpplus.com.sg/support/
CCTV-00412,Uniview,IPC322LR3-VSPF40,Critical,81.4,3,8.8,1.33,Advanced,40,False,"PR.PT-1, PR.DS-1, PR.DS-2, DE.CM-4, PR.DS-6","CSC 14.6, CSC 18.5, CSC 16.7, CSC 3.10, CSC 14.8",https://www.uniview.com/Support/
CCTV-00413,Vivotek,CC8370-HV,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.vivotek.com/support/
CCTV-00415,Vivotek,SD9364-EHL,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.vivotek.com/support/
CCTV-00416,Hikvision,DS-7608NI-I2,Critical,84.4,3,9.8,0.8300000000000001,Intermediate,20,False,"PR.PT-1, PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7","CSC 4.1, CSC 14.6, CSC 18.5, CSC 3.10, CSC 14.8",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00417,CP Plus,CP-E24A,Critical,84.4,3,9.8,1.1600000000000001,Advanced,35,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, PR.MA-1","CSC 4.1, CSC 7.1, CSC 3.10, CSC 18.3, CSC 14.8",https://www.cpplus.com.sg/support/
CCTV-00418,Hanwha,PNF-9010R,Critical,68.4,2,7.8,0.75,Intermediate,20,False,"PR.PT-1, PR.DS-1, PR.AC-3, PR.DS-2","CSC 14.6, CSC 3.10, CSC 18.5, CSC 14.8",https://www.hanwhavision.com/support/
CCTV-00419,Hanwha,PNF-9010R,Critical,82.3,2,9.1,1.33,Advanced,50,False,"DE.CM-4, PR.DS-6, PR.MA-1, PR.IP-1","CSC 18.9, CSC 18.3, CSC 16.7, CSC 7.1",https://www.hanwhavision.com/support/
CCTV-00420,Hanwha,PNM-9084RQZ,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.hanwhavision.com/support/
CCTV-00421,Axis,M3045-V,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.axis.com/support/cybersecurity
CCTV-00422,Hikvision,DS-2CD1623G,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00423,CP Plus,CP-UNC-TA21L3,Critical,89.4,3,9.8,1.25,Advanced,45,False,"PR.PT-1, PR.AC-1, PR.AC-7, PR.MA-1, PR.IP-1","CSC 4.1, CSC 14.6, CSC 7.1, CSC 18.5, CSC 18.3",https://www.cpplus.com.sg/support/
CCTV-00424,Vivotek,FD9389-EHTV,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.vivotek.com/support/
CCTV-00425,Uniview,NVR304-32E-B,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.uniview.com/Support/
CCTV-00426,Hanwha,XNP-6320H,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-00427,CP Plus,CP-DGC-D13L2,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.cpplus.com.sg/support/
CCTV-00428,Uniview,IPC532E-DL-IN,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.uniview.com/Support/
CCTV-00429,Vivotek,CC8370-HV,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.vivotek.com/support/
